"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"05/25/2020","AirNow","040139997","3","4.5","ug/m3 LC","19","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"05/26/2020","AirNow","040139997","3","5.6","ug/m3 LC","23","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"05/27/2020","AirNow","040139997","3","5.9","ug/m3 LC","25","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"05/28/2020","AirNow","040139997","3","4.9","ug/m3 LC","20","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"05/29/2020","AirNow","040139997","3","6.6","ug/m3 LC","28","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"05/30/2020","AirNow","040139997","3","7","ug/m3 LC","29","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"05/31/2020","AirNow","040139997","3","6.6","ug/m3 LC","28","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"06/04/2020","AirNow","040139997","3","-1.9","ug/m3 LC","0","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"06/05/2020","AirNow","040139997","3","-2","ug/m3 LC","0","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"06/06/2020","AirNow","040139997","3","-1.4","ug/m3 LC","0","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"06/07/2020","AirNow","040139997","3","-1.7","ug/m3 LC","0","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"06/08/2020","AirNow","040139997","3","-1.4","ug/m3 LC","0","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"06/09/2020","AirNow","040139997","3","1.9","ug/m3 LC","8","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"06/10/2020","AirNow","040139997","3","2.2","ug/m3 LC","9","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"06/11/2020","AirNow","040139997","3","1.1","ug/m3 LC","5","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"06/12/2020","AirNow","040139997","3","6.4","ug/m3 LC","27","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"06/13/2020","AirNow","040139997","3","3.7","ug/m3 LC","15","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"06/14/2020","AirNow","040139997","3","4.8","ug/m3 LC","20","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"06/15/2020","AirNow","040139997","3","4","ug/m3 LC","17","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"06/16/2020","AirNow","040139997","3","4.2","ug/m3 LC","18","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"06/17/2020","AirNow","040139997","3","3.4","ug/m3 LC","14","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"06/18/2020","AirNow","040139997","3","3.3","ug/m3 LC","14","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"06/19/2020","AirNow","040139997","3","3.8","ug/m3 LC","16","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
"06/20/2020","AirNow","040139997","3","4.2","ug/m3 LC","18","JLG SUPERSITE","1","100.0000","88101","PM2.5 - Local Conditions","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.503833","-112.095767"
