Date,NO2,OZONE,PM25
08-Mar-2020 09:00,0.011,0.03,7.7
08-Mar-2020 10:00,0.002,0.042,4.1
08-Mar-2020 11:00,0.001,0.042,2.1
08-Mar-2020 12:00,0.001,0.043,1.8
08-Mar-2020 13:00,0.002,0.043,3.3
08-Mar-2020 14:00,0.001,0.044,0.7
08-Mar-2020 15:00,0.001,0.043,3.2
08-Mar-2020 16:00,0.001,0.042,4.7
08-Mar-2020 17:00,0.002,0.041,2.7
08-Mar-2020 18:00,0.004,0.039,0.9
08-Mar-2020 19:00,0.008,0.032,2.9
08-Mar-2020 20:00,0.019,0.018,7.1
08-Mar-2020 21:00,0.026,0.01,10
08-Mar-2020 22:00,0.018,0.016,6.3
08-Mar-2020 23:00,0.016,0.018,6.6
09-Mar-2020 00:00,0.021,0.01,3.6
09-Mar-2020 01:00,0.013,0.021,4.3
09-Mar-2020 02:00,0.013,0.015,3.4
09-Mar-2020 03:00,0.009,0.023,2
09-Mar-2020 04:00,0.007,0.024,0.5
09-Mar-2020 05:00,0.024,0.003,3.1
09-Mar-2020 06:00,0.024,0,4.9
09-Mar-2020 07:00,0.02,0.004,7.3
09-Mar-2020 08:00,0.015,0.013,8.4
09-Mar-2020 09:00,0.015,0.019,9
09-Mar-2020 10:00,0.013,0.027,9.6
09-Mar-2020 11:00,0.008,0.036,5.9
09-Mar-2020 12:00,0.005,0.04,4.5
09-Mar-2020 13:00,0.004,0.044,2.6
09-Mar-2020 14:00,0.004,0.049,5.4
09-Mar-2020 15:00,0.003,0.051,3.8
09-Mar-2020 16:00,0.003,0.049,2.2
09-Mar-2020 17:00,0.005,0.043,3.8
09-Mar-2020 18:00,0.006,0.039,2.4
09-Mar-2020 19:00,0.016,0.027,9.5
09-Mar-2020 20:00,0.014,0.027,4
09-Mar-2020 21:00,0.015,0.024,6.6
09-Mar-2020 22:00,0.018,0.019,4.4
09-Mar-2020 23:00,0.011,0.024,4.3
10-Mar-2020 00:00,0.009,0.025,6.9
10-Mar-2020 01:00,0.013,0.018,8.4
10-Mar-2020 02:00,0.019,0.01,6.1
10-Mar-2020 03:00,0.015,0.013,6.1
10-Mar-2020 04:00,0.012,0.02,7.2
10-Mar-2020 05:00,0.01,0.025,2.3
10-Mar-2020 06:00,0.014,0.021,7
10-Mar-2020 07:00,0.012,0.025,6.9
10-Mar-2020 08:00,0.011,0.025,7.1
10-Mar-2020 09:00,0.011,0.026,4.6
10-Mar-2020 10:00,0.009,0.032,4.6
10-Mar-2020 11:00,0.008,0.035,5.2
10-Mar-2020 12:00,0.005,0.036,3.9
10-Mar-2020 13:00,0.003,0.036,1.4
10-Mar-2020 14:00,0.004,0.035,3.8
10-Mar-2020 15:00,0.003,0.033,1.7
10-Mar-2020 16:00,0.004,0.03,2.3
10-Mar-2020 17:00,0.005,0.026,3
10-Mar-2020 18:00,0.014,0.013,1
10-Mar-2020 19:00,0.011,0.014,2.8
10-Mar-2020 20:00,0.011,0.012,5.5
10-Mar-2020 21:00,0.007,0.015,6.8
10-Mar-2020 22:00,0.012,0.008,4.2
10-Mar-2020 23:00,0.011,0.01,6.4
11-Mar-2020 00:00,0.003,0.017,5.7
11-Mar-2020 01:00,0.003,0.017,2
11-Mar-2020 02:00,0.005,0.014,1.8
11-Mar-2020 03:00,0.005,0.012,2.1
11-Mar-2020 04:00,0.004,0.012,1.7
11-Mar-2020 05:00,0.007,0.01,4.2
11-Mar-2020 06:00,,,5.9
11-Mar-2020 07:00,0.009,0.002,
11-Mar-2020 08:00,0.012,0.002,
11-Mar-2020 09:00,,0.006,7.2
11-Mar-2020 10:00,,0.008,4.7
11-Mar-2020 11:00,,0.011,7.4
11-Mar-2020 12:00,0.006,0.013,2.6
11-Mar-2020 13:00,0.006,0.012,5.7
11-Mar-2020 14:00,0.006,0.014,3.4
11-Mar-2020 15:00,0.006,0.014,6.4
11-Mar-2020 16:00,0.006,0.015,3.5
11-Mar-2020 17:00,0.005,0.016,1.9
11-Mar-2020 18:00,0.008,0.012,0.9
11-Mar-2020 19:00,0.014,0.003,0.1
11-Mar-2020 20:00,0.017,0,-0.2
11-Mar-2020 21:00,0.015,0.001,3
11-Mar-2020 22:00,0.01,0.006,9.1
11-Mar-2020 23:00,0.009,0.004,5.4
12-Mar-2020 00:00,0.01,0.002,4.4
12-Mar-2020 01:00,0.009,0.002,5.2
12-Mar-2020 02:00,0.011,0,9
12-Mar-2020 03:00,0.014,0,11.3
12-Mar-2020 04:00,0.014,0,8.3
12-Mar-2020 05:00,0.012,0,3.6
12-Mar-2020 06:00,0.01,0,3.1
12-Mar-2020 07:00,0.011,0,8.5
12-Mar-2020 08:00,0.011,0.003,9.5
12-Mar-2020 09:00,0.007,0.009,4.8
12-Mar-2020 10:00,0.005,0.011,3.8
12-Mar-2020 11:00,0.004,0.015,2.8
12-Mar-2020 12:00,0.003,0.018,2.9
12-Mar-2020 13:00,0.003,0.019,3.5
12-Mar-2020 14:00,0.005,0.017,2.6
12-Mar-2020 15:00,0.01,0.015,1.9
12-Mar-2020 16:00,0.005,0.024,0.8
12-Mar-2020 17:00,0.007,0.022,-3.4
12-Mar-2020 18:00,0.012,0.015,1
12-Mar-2020 19:00,0.017,0.008,0.4
12-Mar-2020 20:00,0.019,0.007,4.9
12-Mar-2020 21:00,0.007,0.023,-2.8
12-Mar-2020 22:00,0.013,0.014,3.5
12-Mar-2020 23:00,0.01,0.018,2.2
13-Mar-2020 00:00,0.001,0.031,-3.9
13-Mar-2020 01:00,0.001,0.031,0.2
13-Mar-2020 02:00,0.004,0.026,-0.5
13-Mar-2020 03:00,0.005,0.024,1.2
13-Mar-2020 04:00,0.007,0.019,1.1
13-Mar-2020 05:00,0.016,0.009,3.3
13-Mar-2020 06:00,0.024,0.003,3.2
13-Mar-2020 07:00,0.026,0.002,4.5
13-Mar-2020 08:00,0.017,0.012,4.6
13-Mar-2020 09:00,0.004,0.023,3.5
13-Mar-2020 10:00,0.002,0.026,1.2
13-Mar-2020 11:00,0.002,0.029,2.8
13-Mar-2020 12:00,0.002,0.03,2
13-Mar-2020 13:00,0.002,0.032,0.1
13-Mar-2020 14:00,0.003,0.029,1.2
13-Mar-2020 15:00,0.004,0.027,7.1
13-Mar-2020 16:00,0.011,0.025,4
13-Mar-2020 17:00,0.013,0.021,2.8
13-Mar-2020 18:00,0.009,0.024,2.7
13-Mar-2020 19:00,0.013,0.017,1.2
13-Mar-2020 20:00,0.02,0.009,3.8
13-Mar-2020 21:00,0.019,0.01,4
13-Mar-2020 22:00,0.011,0.016,2.9
13-Mar-2020 23:00,0.015,0.006,3.6
14-Mar-2020 00:00,0.017,0,3.2
14-Mar-2020 01:00,0.017,0,5.5
14-Mar-2020 02:00,0.016,0,5.8
14-Mar-2020 03:00,0.015,0,7.5
14-Mar-2020 04:00,0.014,0,8
14-Mar-2020 05:00,0.014,0,6.7
14-Mar-2020 06:00,0.014,0,7.6
14-Mar-2020 07:00,0.014,0.003,12.4
14-Mar-2020 08:00,0.015,0.009,8.6
14-Mar-2020 09:00,0.008,0.018,3.8
14-Mar-2020 10:00,0.008,0.023,5.6
14-Mar-2020 11:00,0.004,0.03,4
14-Mar-2020 12:00,0.003,0.035,3.4
14-Mar-2020 13:00,0.001,0.037,0.7
14-Mar-2020 14:00,0.001,0.037,1
14-Mar-2020 15:00,0.001,0.038,1.2
14-Mar-2020 16:00,0.002,0.038,1.4
14-Mar-2020 17:00,0.003,0.037,1.7
14-Mar-2020 18:00,0.007,0.03,2.9
14-Mar-2020 19:00,0.014,0.02,4.1
14-Mar-2020 20:00,0.022,0.007,7.4
14-Mar-2020 21:00,0.023,0.001,10
14-Mar-2020 22:00,0.019,0,12.6
14-Mar-2020 23:00,0.016,0,18.5
15-Mar-2020 00:00,0.015,0,16.9
15-Mar-2020 01:00,0.016,0,14.7
15-Mar-2020 02:00,0.014,0.005,11.2
15-Mar-2020 03:00,0.01,0.006,8.8
15-Mar-2020 04:00,0.01,0.004,10.8
15-Mar-2020 05:00,0.012,0.001,11.7
15-Mar-2020 06:00,0.011,0,11.8
15-Mar-2020 07:00,0.011,0.001,11.8
15-Mar-2020 08:00,0.011,0.012,12.6
15-Mar-2020 09:00,0.009,0.018,12.9
15-Mar-2020 10:00,0.011,0.022,7.3
15-Mar-2020 11:00,0.005,0.033,4.4
15-Mar-2020 12:00,0.004,0.037,4.9
15-Mar-2020 13:00,0.003,0.04,4.5
15-Mar-2020 14:00,0.002,0.044,4
15-Mar-2020 15:00,0.002,0.045,2.2
15-Mar-2020 16:00,0.002,0.047,2.6
15-Mar-2020 17:00,0.003,0.046,3.3
15-Mar-2020 18:00,0.004,0.038,2.3
15-Mar-2020 19:00,0.014,0.021,5.1
15-Mar-2020 20:00,0.019,0.013,6.8
15-Mar-2020 21:00,0.016,0.012,6.7
15-Mar-2020 22:00,0.02,0.003,6.3
15-Mar-2020 23:00,0.018,0.003,7.5
16-Mar-2020 00:00,0.017,0.002,7
16-Mar-2020 01:00,0.016,0,10
16-Mar-2020 02:00,0.015,0,7.8
16-Mar-2020 03:00,0.015,0,9.7
16-Mar-2020 04:00,0.014,0,9.4
16-Mar-2020 05:00,0.014,0,10.6
16-Mar-2020 06:00,0.016,0,10.2
16-Mar-2020 07:00,0.019,0.003,10.4
16-Mar-2020 08:00,0.017,0.012,10.2
16-Mar-2020 09:00,0.01,0.022,5.6
16-Mar-2020 10:00,0.007,0.03,3.6
16-Mar-2020 11:00,0.01,0.034,5.1
16-Mar-2020 12:00,0.008,0.042,5.4
16-Mar-2020 13:00,0.005,0.05,6.8
16-Mar-2020 14:00,0.003,0.049,7.4
16-Mar-2020 15:00,0.002,0.047,3.3
16-Mar-2020 16:00,0.003,0.046,5.8
16-Mar-2020 17:00,0.005,0.041,5.6
16-Mar-2020 18:00,0.005,0.034,4.3
16-Mar-2020 19:00,0.008,0.024,3.5
16-Mar-2020 20:00,0.01,0.022,3.1
16-Mar-2020 21:00,0.007,0.028,2.8
16-Mar-2020 22:00,0.005,0.029,2.1
16-Mar-2020 23:00,0.006,0.025,2.1
17-Mar-2020 00:00,0.007,0.023,3.3
17-Mar-2020 01:00,0.007,0.021,2.7
17-Mar-2020 02:00,0.005,0.02,1.9
17-Mar-2020 03:00,0.008,0.013,1.8
17-Mar-2020 04:00,0.013,0.005,3.8
17-Mar-2020 05:00,0.018,0.002,5.7
17-Mar-2020 06:00,0.02,0.003,4.6
17-Mar-2020 07:00,0.018,,2.7
17-Mar-2020 08:00,,0.022,3.4
17-Mar-2020 09:00,,0.027,2.2
17-Mar-2020 10:00,,0.029,3.3
17-Mar-2020 11:00,,0.029,4.5
17-Mar-2020 12:00,0.004,0.036,
17-Mar-2020 13:00,0.004,0.039,
17-Mar-2020 14:00,0.003,0.04,
17-Mar-2020 15:00,0.003,0.04,2.5
17-Mar-2020 16:00,0.002,0.038,2.1
17-Mar-2020 17:00,0.003,0.033,2.4
17-Mar-2020 18:00,0.004,0.032,2.7
17-Mar-2020 19:00,0.005,0.03,2.3
17-Mar-2020 20:00,0.007,0.025,1.4
17-Mar-2020 21:00,0.016,0.012,3.4
17-Mar-2020 22:00,0.014,0.018,3.8
17-Mar-2020 23:00,0.003,0.029,3.8
18-Mar-2020 00:00,0.003,0.028,3.9
18-Mar-2020 01:00,0.004,0.029,2.1
18-Mar-2020 02:00,0.005,0.026,3.7
18-Mar-2020 03:00,0.009,0.017,1.6
18-Mar-2020 04:00,0.012,0.013,5.6
18-Mar-2020 05:00,0.012,0.013,3.8
18-Mar-2020 06:00,0.02,0.007,1.2
18-Mar-2020 07:00,0.022,0.007,2
18-Mar-2020 08:00,0.018,0.01,3.1
18-Mar-2020 09:00,0.011,0.02,4.7
18-Mar-2020 10:00,,0.027,0.5
18-Mar-2020 11:00,,0.03,2.6
18-Mar-2020 12:00,,0.031,3.7
18-Mar-2020 13:00,0.003,0.028,1.3
18-Mar-2020 14:00,0.005,0.024,4.5
18-Mar-2020 15:00,0.009,0.02,5.5
18-Mar-2020 16:00,0.005,0.032,18.5
18-Mar-2020 17:00,0.006,0.03,9.4
18-Mar-2020 18:00,0.006,0.03,5.5
18-Mar-2020 19:00,0.003,0.041,3.6
18-Mar-2020 20:00,0.004,0.042,0.6
18-Mar-2020 21:00,0.008,0.033,1
18-Mar-2020 22:00,0.008,0.031,2.6
18-Mar-2020 23:00,0.007,0.03,1.4
19-Mar-2020 00:00,0.006,0.029,1.3
19-Mar-2020 01:00,0.007,0.029,2.8
19-Mar-2020 02:00,0.005,0.029,2.3
19-Mar-2020 03:00,0.009,0.022,1.5
19-Mar-2020 04:00,0.008,0.026,3.6
19-Mar-2020 05:00,0.013,0.018,1.4
19-Mar-2020 06:00,0.012,0.024,3
19-Mar-2020 07:00,0.017,0.015,2.6
19-Mar-2020 08:00,0.009,0.031,2.5
19-Mar-2020 09:00,0.002,0.039,0.6
19-Mar-2020 10:00,,0.043,1.5
19-Mar-2020 11:00,,0.044,3
19-Mar-2020 12:00,0.002,0.043,2
19-Mar-2020 13:00,0.002,0.044,1.3
19-Mar-2020 14:00,0.002,0.045,0
19-Mar-2020 15:00,0.002,0.046,0
19-Mar-2020 16:00,0.002,0.045,2.4
19-Mar-2020 17:00,0.003,0.045,2.4
19-Mar-2020 18:00,0.004,0.042,3.2
19-Mar-2020 19:00,0.011,0.032,4
19-Mar-2020 20:00,0.021,0.014,9.7
19-Mar-2020 21:00,0.02,0.016,5.1
19-Mar-2020 22:00,0.025,0.006,5.2
19-Mar-2020 23:00,0.024,0.004,10.8
20-Mar-2020 00:00,0.022,0.005,9.8
20-Mar-2020 01:00,0.011,0.014,8.4
20-Mar-2020 02:00,0.008,0.015,6
20-Mar-2020 03:00,0.012,0.006,5.7
20-Mar-2020 04:00,0.014,0.006,6.1
20-Mar-2020 05:00,0.016,0.003,4.3
20-Mar-2020 06:00,0.017,0,3.7
20-Mar-2020 07:00,,0.001,8.5
20-Mar-2020 08:00,,0.005,9.2
20-Mar-2020 09:00,,0.016,10.6
20-Mar-2020 10:00,0.012,0.028,7
20-Mar-2020 11:00,0.006,0.038,3.9
20-Mar-2020 12:00,0.005,0.041,3.9
20-Mar-2020 13:00,0.007,0.041,4.3
20-Mar-2020 14:00,0.007,0.043,6.7
20-Mar-2020 15:00,0.006,0.044,6.4
20-Mar-2020 16:00,0.005,0.044,1.7
20-Mar-2020 17:00,0.005,0.044,2.6
20-Mar-2020 18:00,0.006,0.043,3.6
20-Mar-2020 19:00,0.009,0.038,4.8
20-Mar-2020 20:00,0.012,0.032,7
20-Mar-2020 21:00,0.014,0.028,4.7
20-Mar-2020 22:00,0.011,0.028,3.4
20-Mar-2020 23:00,0.016,0.018,6.7
21-Mar-2020 00:00,0.011,0.02,8.9
21-Mar-2020 01:00,0.008,0.021,6
21-Mar-2020 02:00,0.007,0.017,1.8
21-Mar-2020 03:00,0.01,0.01,2.2
21-Mar-2020 04:00,0.01,0.009,3.1
21-Mar-2020 05:00,0.014,0.001,5
21-Mar-2020 06:00,0.015,0,6.4
21-Mar-2020 07:00,0.016,0.005,6.5
21-Mar-2020 08:00,0.01,0.019,5.7
21-Mar-2020 09:00,0.008,0.025,5.5
21-Mar-2020 10:00,0.006,0.033,8.8
21-Mar-2020 11:00,0.005,0.041,6.5
21-Mar-2020 12:00,0.003,0.046,5.4
21-Mar-2020 13:00,0.002,0.047,3
21-Mar-2020 14:00,0.002,0.045,2.6
21-Mar-2020 15:00,0.002,0.045,1.2
21-Mar-2020 16:00,0.002,0.044,4.1
21-Mar-2020 17:00,0.002,0.044,4
21-Mar-2020 18:00,0.004,0.041,3.6
21-Mar-2020 19:00,0.008,0.033,3.6
21-Mar-2020 20:00,0.017,0.021,7.5
21-Mar-2020 21:00,0.022,0.013,13.1
21-Mar-2020 22:00,0.021,0.012,10.6
21-Mar-2020 23:00,0.023,0.003,8.4
22-Mar-2020 00:00,0.022,0.001,8.6
22-Mar-2020 01:00,0.02,0,12.2
22-Mar-2020 02:00,0.018,0,16.6
22-Mar-2020 03:00,0.02,0,16.7
22-Mar-2020 04:00,0.019,0,14.9
22-Mar-2020 05:00,0.016,0,14.4
22-Mar-2020 06:00,0.014,0.006,22.5
22-Mar-2020 07:00,0.009,0.013,33.4
22-Mar-2020 08:00,0.006,0.021,5.5
22-Mar-2020 09:00,0.008,0.024,5.2
22-Mar-2020 10:00,0.004,0.033,3
22-Mar-2020 11:00,0.004,0.038,1.8
22-Mar-2020 12:00,0.003,0.043,5.3
22-Mar-2020 13:00,0.002,0.046,3.6
22-Mar-2020 14:00,0.003,0.048,2.4
22-Mar-2020 15:00,0.003,0.05,3.3
22-Mar-2020 16:00,0.004,0.048,5
22-Mar-2020 17:00,0.005,0.044,4.5
22-Mar-2020 18:00,0.008,0.039,2.7
22-Mar-2020 19:00,0.009,0.038,4
22-Mar-2020 20:00,0.014,0.03,10.8
22-Mar-2020 21:00,0.012,0.028,15.9
22-Mar-2020 22:00,0.014,0.022,16.5
22-Mar-2020 23:00,0.015,0.014,10.8
23-Mar-2020 00:00,0.018,0.007,9.6
23-Mar-2020 01:00,0.02,0.003,10
23-Mar-2020 02:00,0.022,0.001,10.6
23-Mar-2020 03:00,0.017,0.005,10.1
23-Mar-2020 04:00,0.016,0.003,10.5
23-Mar-2020 05:00,0.017,0,8.6
23-Mar-2020 06:00,0.015,0,6.9
23-Mar-2020 07:00,0.019,0.001,8.6
23-Mar-2020 08:00,0.02,0.01,13.6
23-Mar-2020 09:00,0.013,0.025,9.4
23-Mar-2020 10:00,0.009,0.035,4.8
23-Mar-2020 11:00,0.003,0.041,3.5
23-Mar-2020 12:00,0.002,0.04,1.5
23-Mar-2020 13:00,0.002,0.038,0.4
23-Mar-2020 14:00,0.002,0.038,4.4
23-Mar-2020 15:00,0.002,0.037,2.7
23-Mar-2020 16:00,0.002,0.037,3.1
23-Mar-2020 17:00,0.002,0.038,1.5
23-Mar-2020 18:00,0.003,0.038,0.1
23-Mar-2020 19:00,0.004,0.036,2.1
23-Mar-2020 20:00,0.01,0.028,3
23-Mar-2020 21:00,0.018,0.016,5
23-Mar-2020 22:00,0.013,0.022,6.8
23-Mar-2020 23:00,0.011,0.02,6.1
24-Mar-2020 00:00,0.019,0.007,6.1
24-Mar-2020 01:00,0.019,0.003,6.4
24-Mar-2020 02:00,0.02,0.002,5.4
24-Mar-2020 03:00,0.021,0.002,5.6
24-Mar-2020 04:00,0.023,0,9.8
24-Mar-2020 05:00,0.021,0,8.3
24-Mar-2020 06:00,0.023,0.002,6.1
24-Mar-2020 07:00,0.014,0.012,3
24-Mar-2020 08:00,0.013,0.017,4.3
24-Mar-2020 09:00,0.01,0.023,3.9
24-Mar-2020 10:00,0.01,0.027,3.1
24-Mar-2020 11:00,0.007,0.039,5.7
24-Mar-2020 12:00,0.003,0.046,5.4
24-Mar-2020 13:00,0.003,0.048,3.1
24-Mar-2020 14:00,0.002,0.047,4.4
24-Mar-2020 15:00,0.002,0.047,4.1
24-Mar-2020 16:00,0.002,0.046,2.8
24-Mar-2020 17:00,0.003,0.045,0.6
24-Mar-2020 18:00,0.005,0.04,2.2
24-Mar-2020 19:00,0.01,0.032,3.7
24-Mar-2020 20:00,0.013,0.027,3.8
24-Mar-2020 21:00,0.013,0.026,2.4
24-Mar-2020 22:00,0.018,0.016,3.6
24-Mar-2020 23:00,0.022,0.008,3.6
25-Mar-2020 00:00,0.023,0.001,5.8
25-Mar-2020 01:00,0.024,0,7.1
25-Mar-2020 02:00,0.022,0,7.1
25-Mar-2020 03:00,0.022,0.001,8.3
25-Mar-2020 04:00,0.016,0.01,7.5
25-Mar-2020 05:00,0.02,0.004,5.5
25-Mar-2020 06:00,0.023,,6.9
25-Mar-2020 07:00,0.014,0.014,
25-Mar-2020 08:00,0.011,0.018,
25-Mar-2020 09:00,,0.022,
25-Mar-2020 10:00,0.008,0.032,3.4
25-Mar-2020 11:00,0.008,0.038,4.3
25-Mar-2020 12:00,0.004,0.045,5
25-Mar-2020 13:00,0.003,0.048,3.7
25-Mar-2020 14:00,0.004,0.048,2.4
25-Mar-2020 15:00,0.005,0.048,2.2
25-Mar-2020 16:00,0.006,0.048,4.3
25-Mar-2020 17:00,0.007,0.045,4.3
25-Mar-2020 18:00,0.01,0.038,4.6
25-Mar-2020 19:00,0.013,0.031,4.1
25-Mar-2020 20:00,0.014,0.025,7
25-Mar-2020 21:00,0.019,0.018,7.3
25-Mar-2020 22:00,0.017,0.016,7.5
25-Mar-2020 23:00,0.016,0.019,4.5
26-Mar-2020 00:00,0.007,0.034,6
26-Mar-2020 01:00,0.008,0.029,4.3
26-Mar-2020 02:00,0.006,0.033,2.3
26-Mar-2020 03:00,0.004,0.036,2.8
26-Mar-2020 04:00,0.006,0.035,3
26-Mar-2020 05:00,0.008,0.031,5.8
26-Mar-2020 06:00,0.01,0.03,3.1
26-Mar-2020 07:00,0.01,0.029,3.2
26-Mar-2020 08:00,0.005,0.035,4.3
26-Mar-2020 09:00,0.003,0.037,2.1
26-Mar-2020 10:00,0.002,0.039,1.5
26-Mar-2020 11:00,0.002,0.041,-1.2
26-Mar-2020 12:00,0.002,0.044,-3.4
26-Mar-2020 13:00,0.002,0.045,0.4
26-Mar-2020 14:00,0.001,0.046,-0.6
26-Mar-2020 15:00,0.001,0.045,1.9
26-Mar-2020 16:00,0.002,0.045,2.5
26-Mar-2020 17:00,0.002,0.047,1.8
26-Mar-2020 18:00,0.003,0.047,3
26-Mar-2020 19:00,0.006,0.043,1.4
26-Mar-2020 20:00,0.006,0.043,0.9
26-Mar-2020 21:00,0.006,0.042,0.7
26-Mar-2020 22:00,0.007,0.041,2.7
26-Mar-2020 23:00,0.004,0.041,3.1
27-Mar-2020 00:00,0.002,0.043,3.8
27-Mar-2020 01:00,0.004,0.04,3.1
27-Mar-2020 02:00,0.004,0.038,2.2
27-Mar-2020 03:00,0.005,0.036,2.9
27-Mar-2020 04:00,0.006,0.033,5
27-Mar-2020 05:00,0.008,0.03,3.3
27-Mar-2020 06:00,0.007,0.032,4
27-Mar-2020 07:00,0.005,0.033,2.2
27-Mar-2020 08:00,0.004,0.036,2.5
27-Mar-2020 09:00,0.003,0.039,2.4
27-Mar-2020 10:00,0.003,0.041,2
27-Mar-2020 11:00,0.002,0.045,3.1
27-Mar-2020 12:00,0.002,0.049,1.5
27-Mar-2020 13:00,0.002,0.05,2.7
27-Mar-2020 14:00,0.002,0.049,2.7
27-Mar-2020 15:00,0.002,0.048,3.2
27-Mar-2020 16:00,0.002,0.049,2.1
27-Mar-2020 17:00,0.002,0.05,1.8
27-Mar-2020 18:00,0.003,0.047,0.7
27-Mar-2020 19:00,0.007,0.039,3.5
27-Mar-2020 20:00,0.013,0.031,3.4
27-Mar-2020 21:00,0.013,0.028,6.3
27-Mar-2020 22:00,0.018,0.021,5.8
27-Mar-2020 23:00,0.019,0.014,6.6
28-Mar-2020 00:00,0.019,0.01,9.2
28-Mar-2020 01:00,0.022,0.003,11.9
28-Mar-2020 02:00,0.021,0.002,10.2
28-Mar-2020 03:00,0.019,0.006,12.3
28-Mar-2020 04:00,0.009,0.018,8.8
28-Mar-2020 05:00,0.011,0.017,7.2
28-Mar-2020 06:00,0.009,0.02,4.9
28-Mar-2020 07:00,0.012,0.019,6
28-Mar-2020 08:00,0.006,0.03,6
28-Mar-2020 09:00,0.003,0.036,3.9
28-Mar-2020 10:00,0.003,0.04,3.1
28-Mar-2020 11:00,0.004,0.043,3.4
28-Mar-2020 12:00,0.003,0.046,3.5
28-Mar-2020 13:00,0.003,0.049,3.8
28-Mar-2020 14:00,0.005,0.049,2.9
28-Mar-2020 15:00,0.004,0.051,3.4
28-Mar-2020 16:00,0.003,0.052,3.6
28-Mar-2020 17:00,0.004,0.052,4.5
28-Mar-2020 18:00,0.005,0.048,6.1
28-Mar-2020 19:00,0.01,0.04,4.6
28-Mar-2020 20:00,0.013,0.034,9.4
28-Mar-2020 21:00,0.017,0.026,8.7
28-Mar-2020 22:00,0.025,0.008,12.4
28-Mar-2020 23:00,0.025,0.009,15.1
29-Mar-2020 00:00,0.017,0.017,15.7
29-Mar-2020 01:00,0.017,0.016,15.6
29-Mar-2020 02:00,0.014,0.015,14.1
29-Mar-2020 03:00,0.02,0.006,13.6
29-Mar-2020 04:00,0.022,0.001,15.8
29-Mar-2020 05:00,0.021,0.001,18.7
29-Mar-2020 06:00,0.019,0.002,18.8
29-Mar-2020 07:00,0.014,0.013,16.2
29-Mar-2020 08:00,0.008,0.025,8.5
29-Mar-2020 09:00,0.004,0.037,5.5
29-Mar-2020 10:00,0.004,0.044,5.3
29-Mar-2020 11:00,0.004,0.05,2.9
29-Mar-2020 12:00,0.003,0.054,8.1
29-Mar-2020 13:00,0.002,0.057,7.9
29-Mar-2020 14:00,0.002,0.056,6.1
29-Mar-2020 15:00,0.002,0.056,4.6
29-Mar-2020 16:00,0.002,0.053,4.1
29-Mar-2020 17:00,0.002,0.052,2.2
29-Mar-2020 18:00,0.003,0.05,3.5
29-Mar-2020 19:00,0.006,0.044,4.5
29-Mar-2020 20:00,0.011,0.035,5.6
29-Mar-2020 21:00,0.021,0.02,8.5
29-Mar-2020 22:00,0.02,0.024,6
29-Mar-2020 23:00,0.006,0.04,4
30-Mar-2020 00:00,0.008,0.032,4.3
30-Mar-2020 01:00,0.007,0.03,4.3
30-Mar-2020 02:00,0.005,0.032,4.1
30-Mar-2020 03:00,0.006,0.027,2.2
30-Mar-2020 04:00,0.011,0.019,1.6
30-Mar-2020 05:00,0.019,0.012,2.8
30-Mar-2020 06:00,0.023,0.011,2.8
30-Mar-2020 07:00,0.019,0.013,6.8
30-Mar-2020 08:00,0.02,0.015,9.2
30-Mar-2020 09:00,0.013,0.026,8.7
30-Mar-2020 10:00,0.006,0.039,7.2
30-Mar-2020 11:00,0.006,0.043,5.4
30-Mar-2020 12:00,0.003,0.049,4
30-Mar-2020 13:00,0.002,0.052,3
30-Mar-2020 14:00,0.002,0.054,2
30-Mar-2020 15:00,0.002,0.055,3.9
30-Mar-2020 16:00,0.002,0.054,4.6
30-Mar-2020 17:00,0.002,0.052,3.9
30-Mar-2020 18:00,0.006,0.046,3.2
30-Mar-2020 19:00,0.012,0.036,3.1
30-Mar-2020 20:00,0.019,0.025,3.9
30-Mar-2020 21:00,0.025,0.018,6.9
30-Mar-2020 22:00,0.028,0.007,6.8
30-Mar-2020 23:00,0.03,0.001,6.4
31-Mar-2020 00:00,0.027,0,8.3
31-Mar-2020 01:00,0.025,0,10.7
31-Mar-2020 02:00,0.024,0,10.9
31-Mar-2020 03:00,0.022,0,13.2
31-Mar-2020 04:00,0.022,0,10.6
31-Mar-2020 05:00,0.023,0,11.5
31-Mar-2020 06:00,0.022,0.001,8.9
31-Mar-2020 07:00,0.028,0.002,15.2
31-Mar-2020 08:00,0.024,,14.4
31-Mar-2020 09:00,,0.023,
31-Mar-2020 10:00,,0.032,
31-Mar-2020 11:00,,0.038,
31-Mar-2020 12:00,,0.049,5.7
31-Mar-2020 13:00,0.006,0.056,4.6
31-Mar-2020 14:00,0.005,0.056,5.8
31-Mar-2020 15:00,0.005,0.053,6
31-Mar-2020 16:00,0.007,0.048,4.4
31-Mar-2020 17:00,0.007,0.048,6.1
31-Mar-2020 18:00,0.016,0.037,6.4
31-Mar-2020 19:00,0.02,0.028,8.4
31-Mar-2020 20:00,0.024,0.022,9.3
31-Mar-2020 21:00,0.013,0.03,7.9
31-Mar-2020 22:00,0.01,0.032,4.8
31-Mar-2020 23:00,0.013,0.027,6
01-Apr-2020 00:00,0.01,0.024,5.3
01-Apr-2020 01:00,0.01,0.018,6.6
01-Apr-2020 02:00,0.013,0.011,6.8
01-Apr-2020 03:00,0.018,0.004,3
