Date,NO2,OZONE,PM25
01-Apr-2020 04:00,0.022,0,5.9
01-Apr-2020 05:00,0.024,0.001,7.4
01-Apr-2020 06:00,0.021,0.006,10.7
01-Apr-2020 07:00,0.017,0.014,10.8
01-Apr-2020 08:00,0.015,0.02,10.8
01-Apr-2020 09:00,0.021,0.019,10.9
01-Apr-2020 10:00,0.017,0.031,10.1
01-Apr-2020 11:00,,0.047,11.3
01-Apr-2020 12:00,,0.052,10.3
01-Apr-2020 13:00,,0.054,7.7
01-Apr-2020 14:00,0.003,0.058,6.9
01-Apr-2020 15:00,0.002,0.053,4.5
01-Apr-2020 16:00,0.002,0.051,2.7
01-Apr-2020 17:00,0.003,0.049,3.3
01-Apr-2020 18:00,0.005,0.045,2.8
01-Apr-2020 19:00,0.016,0.027,2.3
01-Apr-2020 20:00,0.028,0.006,3.8
01-Apr-2020 21:00,0.03,0.001,6.8
01-Apr-2020 22:00,0.029,0.006,11.9
01-Apr-2020 23:00,0.015,0.023,9.8
02-Apr-2020 00:00,0.007,0.032,5.6
02-Apr-2020 01:00,0.003,0.039,3.2
02-Apr-2020 02:00,0.006,0.031,2.5
02-Apr-2020 03:00,0.012,0.021,3.4
02-Apr-2020 04:00,0.011,0.02,8.2
02-Apr-2020 05:00,0.017,0.016,6.1
02-Apr-2020 06:00,0.028,0.007,3.8
02-Apr-2020 07:00,0.025,0.013,10.1
02-Apr-2020 08:00,0.017,0.023,10.4
02-Apr-2020 09:00,0.01,0.032,7.1
02-Apr-2020 10:00,0.01,0.036,7.3
02-Apr-2020 11:00,0.005,0.043,7.1
02-Apr-2020 12:00,0.002,0.047,3.8
02-Apr-2020 13:00,0.001,0.047,3.1
02-Apr-2020 14:00,0.001,0.047,2.1
02-Apr-2020 15:00,0.001,0.047,2.3
02-Apr-2020 16:00,0.001,0.047,2.4
02-Apr-2020 17:00,0.002,0.047,2.8
02-Apr-2020 18:00,0.003,0.044,2.9
02-Apr-2020 19:00,0.012,0.033,4.4
02-Apr-2020 20:00,0.017,0.024,3.2
02-Apr-2020 21:00,0.014,0.026,3.6
02-Apr-2020 22:00,0.01,0.029,5.1
02-Apr-2020 23:00,0.01,0.029,2.7
03-Apr-2020 00:00,0.013,0.019,3.2
03-Apr-2020 01:00,0.019,0.008,3.1
03-Apr-2020 02:00,0.019,0.007,5.8
03-Apr-2020 03:00,0.017,0.008,5.9
03-Apr-2020 04:00,0.019,0.002,9.3
03-Apr-2020 05:00,0.022,0.001,9.7
03-Apr-2020 06:00,0.025,0.002,7.9
03-Apr-2020 07:00,0.017,0.014,8.5
03-Apr-2020 08:00,0.011,0.025,7.5
03-Apr-2020 09:00,0.01,0.03,3.6
03-Apr-2020 10:00,,0.039,4.9
03-Apr-2020 11:00,,0.048,5
03-Apr-2020 12:00,0.004,0.054,5.5
03-Apr-2020 13:00,0.002,0.052,5.2
03-Apr-2020 14:00,0.002,0.054,3.8
03-Apr-2020 15:00,0.002,0.051,3.4
03-Apr-2020 16:00,0.002,0.047,1.8
03-Apr-2020 17:00,0.002,0.044,2.4
03-Apr-2020 18:00,0.003,0.043,2.3
03-Apr-2020 19:00,0.008,0.036,3.7
03-Apr-2020 20:00,0.016,0.023,5
03-Apr-2020 21:00,0.029,0.006,10.2
03-Apr-2020 22:00,0.029,0.001,13.2
03-Apr-2020 23:00,0.023,0.015,14.8
04-Apr-2020 00:00,0.009,0.034,7.1
04-Apr-2020 01:00,0.013,0.03,4.8
04-Apr-2020 02:00,0.009,0.031,7.3
04-Apr-2020 03:00,0.013,0.019,7.5
04-Apr-2020 04:00,0.012,0.015,6.5
04-Apr-2020 05:00,0.009,0.02,6.4
04-Apr-2020 06:00,0.007,0.02,8.3
04-Apr-2020 07:00,0.006,0.021,7.6
04-Apr-2020 08:00,0.007,0.025,6.6
04-Apr-2020 09:00,0.006,0.032,6.1
04-Apr-2020 10:00,0.004,0.04,6.9
04-Apr-2020 11:00,0.004,0.051,9
04-Apr-2020 12:00,0.002,0.059,6.7
04-Apr-2020 13:00,0.001,0.057,5.2
04-Apr-2020 14:00,0.001,0.053,3.8
04-Apr-2020 15:00,0.001,0.051,1.9
04-Apr-2020 16:00,0.002,0.051,4.9
04-Apr-2020 17:00,0.002,0.048,3.4
04-Apr-2020 18:00,0.004,0.044,3
04-Apr-2020 19:00,0.007,0.04,3.4
04-Apr-2020 20:00,0.011,0.032,5.5
04-Apr-2020 21:00,0.015,0.024,7.5
04-Apr-2020 22:00,0.012,0.029,7.3
04-Apr-2020 23:00,0.009,0.032,8.2
05-Apr-2020 00:00,0.008,0.032,4.8
05-Apr-2020 01:00,0.006,0.034,2.6
05-Apr-2020 02:00,0.005,0.029,5.4
05-Apr-2020 03:00,0.005,0.027,6.6
05-Apr-2020 04:00,0.004,0.028,6.8
05-Apr-2020 05:00,0.004,0.029,6.4
05-Apr-2020 06:00,0.007,0.024,4.7
05-Apr-2020 07:00,0.005,0.029,3.6
05-Apr-2020 08:00,0.007,0.031,4.2
05-Apr-2020 09:00,0.004,0.039,3.6
05-Apr-2020 10:00,0.001,0.045,3.9
05-Apr-2020 11:00,0.001,0.048,3
05-Apr-2020 12:00,0.001,0.047,4.3
05-Apr-2020 13:00,0.001,0.047,5.5
05-Apr-2020 14:00,0.002,0.047,2.5
05-Apr-2020 15:00,0.002,0.048,5.1
05-Apr-2020 16:00,0.001,0.048,3.9
05-Apr-2020 17:00,0.002,0.046,3.5
05-Apr-2020 18:00,0.003,0.043,4.6
05-Apr-2020 19:00,0.009,0.032,4.6
05-Apr-2020 20:00,0.008,0.033,6.3
05-Apr-2020 21:00,0.005,0.037,4.2
05-Apr-2020 22:00,0.002,0.043,3.2
05-Apr-2020 23:00,0.005,0.035,3.3
06-Apr-2020 00:00,0.006,0.032,2
06-Apr-2020 01:00,0.012,0.018,4.7
06-Apr-2020 02:00,0.01,0.017,4.4
06-Apr-2020 03:00,0.009,0.02,4
06-Apr-2020 04:00,0.013,0.016,2.6
06-Apr-2020 05:00,0.02,0.011,4.3
06-Apr-2020 06:00,0.024,0.006,6.5
06-Apr-2020 07:00,0.021,0.012,5.9
06-Apr-2020 08:00,0.02,0.019,8.6
06-Apr-2020 09:00,,0.035,6.7
06-Apr-2020 10:00,0.003,0.042,3.6
06-Apr-2020 11:00,0.001,0.045,3.2
06-Apr-2020 12:00,0.001,0.046,2.1
06-Apr-2020 13:00,0.001,0.046,2.8
06-Apr-2020 14:00,0.002,0.046,2.3
06-Apr-2020 15:00,0.002,0.046,4.2
06-Apr-2020 16:00,0.002,0.044,2.8
06-Apr-2020 17:00,0.002,0.044,1.6
06-Apr-2020 18:00,0.002,0.042,1.7
06-Apr-2020 19:00,0.004,0.038,4
06-Apr-2020 20:00,0.004,0.037,3.3
06-Apr-2020 21:00,0.002,0.04,3.3
06-Apr-2020 22:00,0.003,0.038,3
06-Apr-2020 23:00,0.003,0.035,2.8
07-Apr-2020 00:00,0.002,0.038,3.4
07-Apr-2020 01:00,0.008,0.028,3.7
07-Apr-2020 02:00,0.017,0.011,3.5
07-Apr-2020 03:00,0.018,0.007,6.8
07-Apr-2020 04:00,0.012,0.016,3.6
07-Apr-2020 05:00,0.016,0.013,3.1
07-Apr-2020 06:00,0.02,0.008,3.2
07-Apr-2020 07:00,0.015,0.018,2.8
07-Apr-2020 08:00,,0.025,2.8
07-Apr-2020 09:00,,0.032,4.3
07-Apr-2020 10:00,0.006,0.037,4.7
07-Apr-2020 11:00,0.003,0.043,3.5
07-Apr-2020 12:00,0.002,0.046,2.7
07-Apr-2020 13:00,0.001,0.047,1.1
07-Apr-2020 14:00,0.001,0.045,2.7
07-Apr-2020 15:00,0.001,0.044,2.6
07-Apr-2020 16:00,0.002,0.044,2.8
07-Apr-2020 17:00,0.003,0.046,4.1
07-Apr-2020 18:00,0.003,0.042,4.4
07-Apr-2020 19:00,0.005,0.035,3.7
07-Apr-2020 20:00,0.01,0.027,3.9
07-Apr-2020 21:00,0.005,0.031,5.1
07-Apr-2020 22:00,0.004,0.032,4.9
07-Apr-2020 23:00,0.005,0.027,2.9
08-Apr-2020 00:00,0.01,0.015,2.5
08-Apr-2020 01:00,0.01,0.015,4.3
08-Apr-2020 02:00,0.011,0.01,3.4
08-Apr-2020 03:00,0.015,0.006,5
08-Apr-2020 04:00,0.016,0.004,5.6
08-Apr-2020 05:00,0.019,0.001,5.5
08-Apr-2020 06:00,0.02,,7.6
08-Apr-2020 07:00,0.024,0.004,
08-Apr-2020 08:00,0.021,0.014,
08-Apr-2020 09:00,,0.028,6.9
08-Apr-2020 10:00,0.004,0.037,4.7
08-Apr-2020 11:00,0.002,0.037,3.3
08-Apr-2020 12:00,0.001,0.038,3.6
08-Apr-2020 13:00,0.002,0.036,4
08-Apr-2020 14:00,0.002,0.036,1.7
08-Apr-2020 15:00,0.002,0.036,3.3
08-Apr-2020 16:00,0.002,0.034,3.7
08-Apr-2020 17:00,0.002,0.034,0
08-Apr-2020 18:00,0.002,0.035,-0.6
08-Apr-2020 19:00,0.002,0.036,3
08-Apr-2020 20:00,0.004,0.034,1.5
08-Apr-2020 21:00,0.002,0.035,1.1
08-Apr-2020 22:00,0.002,0.035,1
08-Apr-2020 23:00,0.005,0.03,0.7
09-Apr-2020 00:00,0.006,0.024,1
09-Apr-2020 01:00,0.008,0.02,1
09-Apr-2020 02:00,0.01,0.02,1
09-Apr-2020 03:00,0.006,0.023,2.5
09-Apr-2020 04:00,0.013,0.012,2.8
09-Apr-2020 05:00,0.021,0.002,3.7
09-Apr-2020 06:00,0.024,0.003,5.5
09-Apr-2020 07:00,0.009,0.027,3.7
09-Apr-2020 08:00,0.003,0.036,0.8
09-Apr-2020 09:00,0.004,0.037,2.5
09-Apr-2020 10:00,0.003,0.042,2.7
09-Apr-2020 11:00,0.002,0.046,1.9
09-Apr-2020 12:00,0.003,0.049,1.3
09-Apr-2020 13:00,0.003,0.052,1.9
09-Apr-2020 14:00,0.003,0.055,3.9
09-Apr-2020 15:00,0.003,0.055,1.9
09-Apr-2020 16:00,0.002,0.054,2.5
09-Apr-2020 17:00,0.003,0.05,3.5
09-Apr-2020 18:00,0.003,0.049,3.6
09-Apr-2020 19:00,0.006,0.045,2.8
09-Apr-2020 20:00,0.009,0.037,1.6
09-Apr-2020 21:00,0.014,0.027,0.7
09-Apr-2020 22:00,0.017,0.019,3.8
09-Apr-2020 23:00,0.018,0.016,4
10-Apr-2020 00:00,0.011,0.024,4.7
10-Apr-2020 01:00,0.01,0.02,5.9
10-Apr-2020 02:00,0.009,0.019,9.2
10-Apr-2020 03:00,0.007,0.021,4.2
10-Apr-2020 04:00,0.009,0.017,2.3
10-Apr-2020 05:00,0.017,0.005,3.6
10-Apr-2020 06:00,0.02,0.002,6.8
10-Apr-2020 07:00,0.023,0.009,6.7
10-Apr-2020 08:00,0.015,0.025,9.4
10-Apr-2020 09:00,0.016,0.028,7.2
10-Apr-2020 10:00,0.013,0.034,6.6
10-Apr-2020 11:00,0.009,0.043,7.2
10-Apr-2020 12:00,0.007,0.047,5.5
10-Apr-2020 13:00,0.007,0.047,5.7
10-Apr-2020 14:00,0.004,0.054,3.2
10-Apr-2020 15:00,0.002,0.055,1.7
10-Apr-2020 16:00,0.002,0.054,3.3
10-Apr-2020 17:00,0.002,0.053,2.4
10-Apr-2020 18:00,0.004,0.049,3.2
10-Apr-2020 19:00,0.007,0.039,2.6
10-Apr-2020 20:00,0.015,0.026,2.7
10-Apr-2020 21:00,0.011,0.028,4.3
10-Apr-2020 22:00,0.005,0.03,4.2
10-Apr-2020 23:00,0.005,0.03,4.3
11-Apr-2020 00:00,0.004,0.03,3.3
11-Apr-2020 01:00,0.003,0.033,2.2
11-Apr-2020 02:00,0.003,0.034,3
11-Apr-2020 03:00,0.003,0.032,1.9
11-Apr-2020 04:00,0.003,0.031,2.5
11-Apr-2020 05:00,0.003,0.03,3.2
11-Apr-2020 06:00,0.005,0.029,4
11-Apr-2020 07:00,0.004,0.032,6.1
11-Apr-2020 08:00,0.004,0.033,3.2
11-Apr-2020 09:00,0.003,0.035,3.7
11-Apr-2020 10:00,0.003,0.037,4.2
11-Apr-2020 11:00,0.003,0.04,3.1
11-Apr-2020 12:00,0.002,0.041,3.3
11-Apr-2020 13:00,0.002,0.044,4.4
11-Apr-2020 14:00,0.002,0.045,3.5
11-Apr-2020 15:00,0.001,0.044,2.3
11-Apr-2020 16:00,0.001,0.043,2.1
11-Apr-2020 17:00,0.002,0.043,3.3
11-Apr-2020 18:00,0.003,0.041,1.7
11-Apr-2020 19:00,0.005,0.039,0.5
11-Apr-2020 20:00,0.009,0.032,2.2
11-Apr-2020 21:00,0.006,0.032,1.7
11-Apr-2020 22:00,0.006,0.03,2.8
11-Apr-2020 23:00,0.005,0.029,3.8
12-Apr-2020 00:00,0.004,0.029,3.4
12-Apr-2020 01:00,0.004,0.027,3.3
12-Apr-2020 02:00,0.004,0.025,3.9
12-Apr-2020 03:00,0.003,0.024,3.4
12-Apr-2020 04:00,0.003,0.024,3.3
12-Apr-2020 05:00,0.003,0.022,4.5
12-Apr-2020 06:00,0.004,0.021,2.9
12-Apr-2020 07:00,0.004,0.024,3.2
12-Apr-2020 08:00,0.003,0.028,3
12-Apr-2020 09:00,0.003,0.035,2.8
12-Apr-2020 10:00,0.003,0.04,3.4
12-Apr-2020 11:00,0.002,0.046,4.1
12-Apr-2020 12:00,0.001,0.047,3.2
12-Apr-2020 13:00,0.001,0.047,4.5
12-Apr-2020 14:00,0.001,0.047,3.6
12-Apr-2020 15:00,0.001,0.047,0.7
12-Apr-2020 16:00,0.001,0.047,2.6
12-Apr-2020 17:00,0.001,0.046,2.9
12-Apr-2020 18:00,0.002,0.045,1.9
12-Apr-2020 19:00,0.005,0.041,2.9
12-Apr-2020 20:00,0.009,0.032,3.8
12-Apr-2020 21:00,0.007,0.034,2.6
12-Apr-2020 22:00,0.006,0.036,4.4
12-Apr-2020 23:00,0.004,0.037,2.2
13-Apr-2020 00:00,0.004,0.035,3.7
13-Apr-2020 01:00,0.004,0.036,6.2
13-Apr-2020 02:00,0.005,0.034,0
13-Apr-2020 03:00,0.004,0.034,2.2
13-Apr-2020 04:00,0.005,0.035,2.8
13-Apr-2020 05:00,0.005,0.034,3.6
13-Apr-2020 06:00,0.008,0.03,3.6
13-Apr-2020 07:00,0.006,0.032,3.2
13-Apr-2020 08:00,0.002,0.038,3.5
13-Apr-2020 09:00,0.002,0.038,5.4
13-Apr-2020 10:00,0.001,0.04,4.1
13-Apr-2020 11:00,0.001,0.042,5.8
13-Apr-2020 12:00,0.002,0.044,6
13-Apr-2020 13:00,0.002,0.044,4.7
13-Apr-2020 14:00,0.001,0.044,4.7
13-Apr-2020 15:00,0.002,0.045,4.6
13-Apr-2020 16:00,0.002,0.043,3.5
13-Apr-2020 17:00,0.002,0.043,3.3
13-Apr-2020 18:00,0.004,0.041,4.5
13-Apr-2020 19:00,0.006,0.037,4.6
13-Apr-2020 20:00,0.009,0.031,4.4
13-Apr-2020 21:00,0.007,0.03,7.3
13-Apr-2020 22:00,0.009,0.025,3.8
13-Apr-2020 23:00,0.004,0.031,5
14-Apr-2020 00:00,0.003,0.031,3.2
14-Apr-2020 01:00,0.007,0.024,4.6
14-Apr-2020 02:00,0.01,0.016,5.5
14-Apr-2020 03:00,0.008,0.013,4.4
14-Apr-2020 04:00,0.014,0.004,5.2
14-Apr-2020 05:00,0.018,0,4.5
14-Apr-2020 06:00,0.019,0.002,6.8
14-Apr-2020 07:00,0.018,,9.3
14-Apr-2020 08:00,0.012,0.026,6.6
14-Apr-2020 09:00,,0.038,
14-Apr-2020 10:00,,0.046,
14-Apr-2020 11:00,,0.05,5.2
14-Apr-2020 12:00,0.002,0.053,2.7
14-Apr-2020 13:00,0.002,0.053,2.4
14-Apr-2020 14:00,0.002,0.054,2.1
14-Apr-2020 15:00,0.001,0.054,1.5
14-Apr-2020 16:00,0.002,0.053,3.5
14-Apr-2020 17:00,0.002,0.052,2.8
14-Apr-2020 18:00,0.003,0.049,1.7
14-Apr-2020 19:00,0.006,0.043,2.9
14-Apr-2020 20:00,0.012,0.034,6.9
14-Apr-2020 21:00,0.006,0.041,5.3
14-Apr-2020 22:00,0.006,0.039,3.8
14-Apr-2020 23:00,0.004,0.04,2.9
15-Apr-2020 00:00,0.003,0.037,0
15-Apr-2020 01:00,0.004,0.027,1.6
15-Apr-2020 02:00,0.008,0.017,2.4
15-Apr-2020 03:00,0.013,0.011,3
15-Apr-2020 04:00,0.016,0.007,4.1
15-Apr-2020 05:00,0.02,0.001,4.3
15-Apr-2020 06:00,0.023,0.001,8.2
15-Apr-2020 07:00,0.031,0.004,12.3
15-Apr-2020 08:00,0.028,0.013,15.3
15-Apr-2020 09:00,0.014,0.029,9.3
15-Apr-2020 10:00,0.008,0.04,4.1
15-Apr-2020 11:00,0.005,0.048,2.6
15-Apr-2020 12:00,0.005,0.049,3.6
15-Apr-2020 13:00,0.003,0.056,4.6
15-Apr-2020 14:00,0.003,0.058,4.2
15-Apr-2020 15:00,0.003,0.058,4.3
15-Apr-2020 16:00,0.003,0.059,3.2
15-Apr-2020 17:00,0.003,0.057,3.4
15-Apr-2020 18:00,0.004,0.052,2.5
15-Apr-2020 19:00,0.014,0.036,4.2
15-Apr-2020 20:00,0.032,0.014,6
15-Apr-2020 21:00,0.037,0.001,5.7
15-Apr-2020 22:00,0.035,0,8.9
15-Apr-2020 23:00,0.035,0,14.7
16-Apr-2020 00:00,0.029,0.002,10.6
16-Apr-2020 01:00,0.022,0.007,6.1
16-Apr-2020 02:00,0.022,0.005,6.8
16-Apr-2020 03:00,0.016,0.014,7.8
16-Apr-2020 04:00,0.015,0.015,7.8
16-Apr-2020 05:00,0.022,0.005,8.5
16-Apr-2020 06:00,0.017,0.018,9.2
16-Apr-2020 07:00,0.01,0.028,3.6
16-Apr-2020 08:00,0.011,0.031,5.3
16-Apr-2020 09:00,0.013,0.031,5.8
16-Apr-2020 10:00,0.01,0.039,5.9
16-Apr-2020 11:00,0.006,0.05,4.1
16-Apr-2020 12:00,0.003,0.054,5.5
16-Apr-2020 13:00,,0.057,4.9
16-Apr-2020 14:00,,0.058,4
16-Apr-2020 15:00,0.002,0.054,2.4
16-Apr-2020 16:00,0.002,0.055,1.5
16-Apr-2020 17:00,0.002,0.055,3.9
16-Apr-2020 18:00,0.005,0.051,5.3
16-Apr-2020 19:00,0.018,0.032,5.9
16-Apr-2020 20:00,0.028,0.011,8.9
16-Apr-2020 21:00,0.036,0,11.9
16-Apr-2020 22:00,0.038,0.001,9.8
16-Apr-2020 23:00,0.02,0.021,9
17-Apr-2020 00:00,0.023,0.012,6
17-Apr-2020 01:00,0.029,0.005,8
17-Apr-2020 02:00,0.018,0.015,8.9
17-Apr-2020 03:00,0.016,0.017,7.7
17-Apr-2020 04:00,0.012,0.021,6.2
17-Apr-2020 05:00,0.015,0.021,5.6
17-Apr-2020 06:00,0.023,0.013,3.5
17-Apr-2020 07:00,0.014,0.025,4.7
17-Apr-2020 08:00,0.011,0.032,5
17-Apr-2020 09:00,0.009,0.039,3.5
17-Apr-2020 10:00,0.005,0.047,3.5
17-Apr-2020 11:00,0.002,0.051,3
17-Apr-2020 12:00,0.002,0.051,4.9
17-Apr-2020 13:00,0.001,0.05,4.5
17-Apr-2020 14:00,0.002,0.051,2.9
17-Apr-2020 15:00,0.002,0.053,3.3
17-Apr-2020 16:00,0.002,0.054,4.6
17-Apr-2020 17:00,0.003,0.055,5.3
17-Apr-2020 18:00,0.004,0.051,3.7
17-Apr-2020 19:00,0.004,0.048,3.6
17-Apr-2020 20:00,0.004,0.049,3.1
17-Apr-2020 21:00,0.005,0.045,2.4
17-Apr-2020 22:00,0.006,0.043,1.5
17-Apr-2020 23:00,0.006,0.042,2.6
18-Apr-2020 00:00,0.004,0.043,3.2
18-Apr-2020 01:00,0.004,0.038,5.1
18-Apr-2020 02:00,0.008,0.028,5.4
18-Apr-2020 03:00,0.007,0.031,4.5
18-Apr-2020 04:00,0.006,0.033,3.8
18-Apr-2020 05:00,0.007,0.031,5.4
18-Apr-2020 06:00,0.007,0.03,3.6
18-Apr-2020 07:00,0.008,0.029,3.9
18-Apr-2020 08:00,0.009,0.031,5.2
18-Apr-2020 09:00,0.013,0.03,7
18-Apr-2020 10:00,0.006,0.041,5.4
18-Apr-2020 11:00,0.003,0.047,2.1
18-Apr-2020 12:00,0.002,0.049,4.7
18-Apr-2020 13:00,0.001,0.046,3
18-Apr-2020 14:00,0.001,0.046,3.9
18-Apr-2020 15:00,0.001,0.046,2.8
18-Apr-2020 16:00,0.002,0.047,3.1
18-Apr-2020 17:00,0.002,0.048,4.5
18-Apr-2020 18:00,0.003,0.048,1.4
18-Apr-2020 19:00,0.007,0.041,3.8
18-Apr-2020 20:00,0.012,0.032,2.8
18-Apr-2020 21:00,0.016,0.024,5.8
18-Apr-2020 22:00,0.012,0.028,8.1
18-Apr-2020 23:00,0.01,0.03,5.4
19-Apr-2020 00:00,0.011,0.025,3.9
19-Apr-2020 01:00,0.009,0.024,1.7
19-Apr-2020 02:00,0.012,0.019,4.6
19-Apr-2020 03:00,0.01,0.016,6.5
19-Apr-2020 04:00,0.008,0.02,7.8
19-Apr-2020 05:00,0.009,0.016,6.2
19-Apr-2020 06:00,0.009,0.019,6.2
19-Apr-2020 07:00,0.005,0.029,7
19-Apr-2020 08:00,0.003,0.035,6
19-Apr-2020 09:00,0.002,0.041,5.1
19-Apr-2020 10:00,0.003,0.047,4.8
19-Apr-2020 11:00,0.002,0.052,5
19-Apr-2020 12:00,0.002,0.054,5.5
19-Apr-2020 13:00,0.002,0.055,6.8
19-Apr-2020 14:00,0.002,0.057,6.5
19-Apr-2020 15:00,0.002,0.057,6.1
19-Apr-2020 16:00,0.002,0.051,5.7
19-Apr-2020 17:00,0.002,0.05,3.6
19-Apr-2020 18:00,0.003,0.047,2.3
19-Apr-2020 19:00,0.006,0.04,4.8
19-Apr-2020 20:00,0.014,0.026,8.9
19-Apr-2020 21:00,0.022,0.011,10
19-Apr-2020 22:00,0.026,0.003,9.7
19-Apr-2020 23:00,0.029,0.001,9
20-Apr-2020 00:00,0.016,0.022,9.1
20-Apr-2020 01:00,0.008,0.028,6.2
20-Apr-2020 02:00,0.007,0.028,5.8
20-Apr-2020 03:00,0.005,0.029,4.1
20-Apr-2020 04:00,0.011,0.018,5.8
20-Apr-2020 05:00,0.023,0.002,5.6
20-Apr-2020 06:00,0.025,0.003,7.3
20-Apr-2020 07:00,0.017,0.014,9.3
20-Apr-2020 08:00,0.01,0.026,7.8
20-Apr-2020 09:00,0.006,0.037,4.4
20-Apr-2020 10:00,0.006,0.043,4.4
20-Apr-2020 11:00,0.004,0.05,5.4
20-Apr-2020 12:00,0.003,0.056,6.8
20-Apr-2020 13:00,0.001,0.054,4.3
20-Apr-2020 14:00,0.002,0.054,4.1
20-Apr-2020 15:00,0.002,0.056,4.2
20-Apr-2020 16:00,0.002,0.056,4.8
20-Apr-2020 17:00,0.002,0.051,3.4
20-Apr-2020 18:00,0.003,0.05,3.9
20-Apr-2020 19:00,0.006,0.044,3.5
20-Apr-2020 20:00,0.011,0.039,4.1
20-Apr-2020 21:00,0.007,0.047,5.1
20-Apr-2020 22:00,0.007,0.047,4.8
20-Apr-2020 23:00,0.008,0.042,3.2
21-Apr-2020 00:00,0.007,0.04,3.6
21-Apr-2020 01:00,0.009,0.039,2.9
21-Apr-2020 02:00,0.01,0.032,5.3
21-Apr-2020 03:00,0.011,0.022,8.7
21-Apr-2020 04:00,0.02,0.013,7.3
21-Apr-2020 05:00,0.028,0.007,6
21-Apr-2020 06:00,0.026,0.01,7.4
21-Apr-2020 07:00,0.008,0.03,6
21-Apr-2020 08:00,0.005,0.036,4.9
21-Apr-2020 09:00,0.003,0.042,3.3
21-Apr-2020 10:00,0.003,0.046,5.6
21-Apr-2020 11:00,0.002,0.049,5.7
21-Apr-2020 12:00,0.001,0.05,3.2
21-Apr-2020 13:00,0.002,0.053,5.3
21-Apr-2020 14:00,0.002,0.054,5.7
21-Apr-2020 15:00,0.002,0.054,6.4
21-Apr-2020 16:00,0.002,0.052,4
21-Apr-2020 17:00,0.002,0.052,5.4
21-Apr-2020 18:00,0.002,0.05,4.9
21-Apr-2020 19:00,0.007,0.042,2.9
21-Apr-2020 20:00,0.014,0.031,8.2
21-Apr-2020 21:00,0.018,0.023,7.1
21-Apr-2020 22:00,0.021,0.014,7.2
21-Apr-2020 23:00,0.019,0.016,7.5
22-Apr-2020 00:00,0.008,0.032,7.2
22-Apr-2020 01:00,0.007,0.029,7.3
22-Apr-2020 02:00,0.007,0.027,2.6
22-Apr-2020 03:00,0.007,0.025,5.4
22-Apr-2020 04:00,0.007,0.027,4.2
22-Apr-2020 05:00,0.012,0.019,5.9
22-Apr-2020 06:00,0.021,,6.6
22-Apr-2020 07:00,0.014,0.02,
22-Apr-2020 08:00,0.008,0.031,
22-Apr-2020 09:00,,0.036,5.6
22-Apr-2020 10:00,0.005,0.044,6.8
22-Apr-2020 11:00,0.002,0.052,3.7
22-Apr-2020 12:00,0.002,0.055,4.9
22-Apr-2020 13:00,0.002,0.059,3.6
22-Apr-2020 14:00,0.003,0.06,4.3
22-Apr-2020 15:00,0.002,0.06,4.1
22-Apr-2020 16:00,0.003,0.058,3.9
22-Apr-2020 17:00,0.002,0.053,4.3
22-Apr-2020 18:00,0.003,0.05,3.1
22-Apr-2020 19:00,0.006,0.045,1.6
22-Apr-2020 20:00,0.013,0.034,7.8
22-Apr-2020 21:00,0.021,0.021,7.9
22-Apr-2020 22:00,0.023,0.017,5
22-Apr-2020 23:00,0.009,0.033,8.4
23-Apr-2020 00:00,0.008,0.032,4.2
23-Apr-2020 01:00,0.008,0.026,4.9
23-Apr-2020 02:00,0.01,0.02,6.1
23-Apr-2020 03:00,0.009,0.02,5.8
23-Apr-2020 04:00,0.015,0.012,5.2
23-Apr-2020 05:00,0.025,0.001,9.2
23-Apr-2020 06:00,0.025,0.001,9
23-Apr-2020 07:00,0.031,0.006,14.8
23-Apr-2020 08:00,0.032,0.014,13.7
23-Apr-2020 09:00,0.013,0.034,8.9
23-Apr-2020 10:00,0.008,0.042,7.7
23-Apr-2020 11:00,0.007,0.049,6.7
23-Apr-2020 12:00,0.005,0.058,6.1
23-Apr-2020 13:00,0.003,0.059,4.5
23-Apr-2020 14:00,0.002,0.056,4.2
23-Apr-2020 15:00,0.002,0.055,6
23-Apr-2020 16:00,0.002,0.054,5.3
23-Apr-2020 17:00,0.002,0.052,5.1
23-Apr-2020 18:00,0.003,0.05,5.3
23-Apr-2020 19:00,0.006,0.044,4.1
23-Apr-2020 20:00,0.013,0.033,5.7
23-Apr-2020 21:00,0.014,0.03,6
23-Apr-2020 22:00,0.012,0.029,5.3
23-Apr-2020 23:00,0.028,0.012,5.3
24-Apr-2020 00:00,0.022,0.017,5.7
24-Apr-2020 01:00,0.016,0.021,6.6
24-Apr-2020 02:00,0.013,0.017,7.1
24-Apr-2020 03:00,0.011,0.016,5.9
24-Apr-2020 04:00,0.014,0.01,7.4
24-Apr-2020 05:00,0.021,0.002,8.6
24-Apr-2020 06:00,0.024,0.002,9.7
24-Apr-2020 07:00,0.021,0.013,11.5
24-Apr-2020 08:00,0.024,0.019,8.8
24-Apr-2020 09:00,0.013,0.036,9.1
24-Apr-2020 10:00,0.01,0.044,6.3
24-Apr-2020 11:00,0.007,0.053,5.6
24-Apr-2020 12:00,0.005,0.061,6.6
24-Apr-2020 13:00,0.003,0.062,4.2
24-Apr-2020 14:00,0.002,0.061,5.4
24-Apr-2020 15:00,0.002,0.063,3.9
24-Apr-2020 16:00,0.002,0.061,9.8
24-Apr-2020 17:00,0.003,0.056,8.8
